Athlete Name,Country,Sport,Gender,Age,Gold Medals,Silver Medals,Bronze Medals
Milcah Chemos Cheywa,Kenya,Athletics,F,26,0,0,0
Andrea Chiarabini,Italy,Diving,M,17,0,0,0
Anna Chicherova,Russian Federation,Athletics,F,30,1,0,0
Kenta Chida,Japan,Fencing,M,27,0,1,0
Yu Chin Chien,Taipei (Chinese Taipei),Badminton,F,29,0,0,0
Marcelo Chierighini,Brazil,Swimming,M,21,0,0,0
Eilidh Child,Great Britain,Athletics,F,25,0,0,0
Simon Child,New Zealand,Hockey,M,24,0,0,0
Chatuphum Chinnawong,Thailand,Weightlifting,M,19,0,0,0
Zulfiya Chinshanlo,Kazakhstan,Weightlifting,F,19,1,0,0
Rares Daniel Chintoan,Romania,Wrestling,M,29,0,0,0
Mihnea Chioveanu,Romania,Water Polo,M,24,0,0,0
Iosif Chirila,Romania,Canoe Sprint,M,29,0,0,0
Tatiana Chisca,Republic of Moldova,Swimming,F,17,0,0,0
Roderick Chisholm,Australia,Rowing,M,38,0,0,0
Andreea Chitu,Romania,Judo,F,24,0,0,0
Freedom Chiya,South Africa,Beach Volleyball,M,33,0,0,0
Karolina Chlewinska,Poland,Fencing,F,28,0,0,0
Eunji Cho,Republic of Korea,Hockey,F,22,0,0,0
Hosung Cho,Republic of Korea,Cycling - Track,M,38,0,0,0
Jun-Ho Cho,Republic of Korea,Judo,M,23,0,0,1
Suk Hoon Cho,Republic of Korea,Hockey,M,27,0,0,0
Sungmin Cho,Republic of Korea,Sailing,M,25,0,0,0
Yongseong Cho,Republic of Korea,Shooting,M,26,0,0,0
Andres Chocho,Ecuador,Athletics,M,28,0,0,0
Petra Chocova,Czech Republic,Swimming,F,25,0,0,0
Kunzang Choden,Bhutan,Shooting,F,28,0,0,0
Mi Gyong Choe,Democratic People's Republic  of Korea,Football,F,21,0,0,0
Un Gyong Choe,Democratic People's Republic  of Korea,Wrestling,F,22,0,0,0
Un Ju Choe,Democratic People's Republic  of Korea,Football,F,21,0,0,0
Yong Sim Choe,Democratic People's Republic  of Korea,Football,F,21,0,0,0
Byungchul Choi,Republic of Korea,Fencing,M,30,0,0,1
Eunsook Choi,Republic of Korea,Fencing,F,26,0,1,0
Gwang-Hyeon Choi,Republic of Korea,Judo,M,26,0,0,0
Gyujin Choi,Republic of Korea,Wrestling,M,27,0,0,0
Hye Ra Choi,Republic of Korea,Swimming,F,21,0,0,0
Hyeonju Choi,Republic of Korea,Archery,F,28,1,0,0
Im Jeong Choi,Republic of Korea,Handball,F,31,0,0,0
Injeong Choi,Republic of Korea,Fencing,F,22,0,1,0
Kyuwoong Choi,Republic of Korea,Swimming,M,22,0,0,0
Seung Woo Choi,Republic of Korea,Cycling - Track,M,22,0,0,0
Young Rae Choi,Republic of Korea,Shooting,M,30,0,1,0
Yun-Hee Choi,Republic of Korea,Athletics,F,26,0,0,0
Velichko Cholakov,Azerbaijan,Weightlifting,M,30,0,0,0
Leanne Choo,Australia,Badminton,F,21,0,0,0
Chauzje Choosha,Zambia,Athletics,F,19,0,0,0
Dilshod Choriev,Uzbekistan,Judo,M,27,0,0,0
Rachid Chouhal,Malta,Athletics,M,37,0,0,0
Marouan Chouiref,Tunisia,Handball,M,22,0,0,0
Maialen Chourraut,Spain,Canoe Slalom,F,29,0,0,1
Shagun Chowdhary,India,Shooting,F,29,0,0,0
Kim Christensen,Denmark,Athletics,M,28,0,0,0
Brendan Christian,Antigua and Barbuda,Athletics,M,28,0,0,0
Erika Christiano dos Santos,Brazil,Football,F,24,0,0,0
Carina Christiansen,Denmark,Archery,F,21,0,0,0
Stephane Christidis,France,Sailing,M,31,0,0,0
Ioannis Christou,Greece,Rowing,M,29,0,0,0
Jinling Chu,People's Republic of China,Volleyball,F,28,0,0,0
Chia-Jung Chuang,Taipei (Chinese Taipei),Tennis,F,27,0,0,0
Chih-Yuan Chuang,Taipei (Chinese Taipei),Table Tennis,M,31,0,0,0
Ioseb Chugoshvili,Belarus,Wrestling,M,26,0,0,0
Clarissa Kyoko Mei Ling Chun,United States of America,Wrestling,F,30,0,0,1
Jae Sung Chung,Republic of Korea,Badminton,M,29,0,0,1
Jung-Yeon Chung,Republic of Korea,Judo,F,25,0,0,0
Yunhee Chung,Republic of Korea,Athletics,F,29,0,0,0
Elena Churakova,Russian Federation,Athletics,F,25,0,0,0
Andrei Churyla,Belarus,Athletics,M,19,0,0,0
Marcos Chuva,Portugal,Athletics,M,23,0,0,0
Illya Chuyev,Ukraine,Swimming,M,28,0,0,0
Sergii Chykanov,Ukraine,Rowing,M,32,0,0,0
Antonio Ciano,Italy,Judo,M,31,0,0,0
Anne Cibis,Germany,Athletics,F,26,0,0,0
Dominika Cibulkova,Slovakia,Tennis,F,23,0,0,0
Greta Cicolari,Italy,Beach Volleyball,F,29,0,0,0
Cesar Cielo,Brazil,Swimming,M,25,0,0,1
Javier Cienfuegos,Spain,Athletics,M,22,0,0,0
Marcin Cieslak,Poland,Swimming,M,20,0,0,0
Iva Ciglar,Croatia,Basketball,F,26,0,0,0
Marin Cilic,Croatia,Tennis,M,23,0,0,0
Ates Cinar,Turkey,Sailing,M,26,0,0,0
Deniz Cinar,Turkey,Sailing,M,27,0,0,0
Ondrej Cink,Czech Republic,Cycling - Mountain Bike,M,21,0,0,0
Mihaela Ciobanu Ciobanu,Spain,Handball,F,39,0,0,1
Stefano Cipressi,Italy,Canoe Slalom,M,29,0,0,0
Anatoli Ciricu,Republic of Moldova,Weightlifting,M,23,0,0,1
Christopher Ciriello,Australia,Hockey,M,26,0,0,1
Sorana Cirstea,Romania,Tennis,F,22,0,0,0
Omar Cisneros,Cuba,Athletics,M,22,0,0,0
Saliou Ciss,Senegal,Football,M,23,0,0,0
Sandie Clair,France,Cycling - Track,F,24,0,0,0
Stephane Clamens,France,Shooting,M,41,0,0,0
Edward Clancy,Great Britain,Cycling - Track,M,27,1,0,1
Francesca Clapcich,Italy,Sailing,F,24,0,0,0
Amanda Clark,United States of America,Sailing,F,30,0,0,0
Aoife Clark,Ireland,Equestrian,F,31,0,0,0
Dan Clark,Great Britain,Basketball,M,23,0,0,0
James Clark,Australia,Water Polo,M,21,0,0,0
Sarah Clark,Great Britain,Judo,F,34,0,0,0
Saskia Clark,Great Britain,Sailing,F,32,0,1,0
Jessica Clarke,Great Britain,Football,F,23,0,0,0
Jonathan Clarke,Great Britain,Hockey,M,31,0,0,0
Lawrence Clarke,Great Britain,Athletics,M,22,0,0,0
Richard Clarke,Canada,Sailing,M,43,0,0,0
Tyler Clary,United States of America,Swimming,M,23,1,0,0
Fabiana Claudino,Brazil,Volleyball,F,27,1,0,0
Victor Claver,Spain,Basketball,M,23,0,1,0
Amy Clay,Australia,Rowing,F,34,0,0,0
Will Claye,United States of America,Athletics,M,21,0,1,1
Francesca Clayton,Great Britain,Water Polo,F,22,0,0,0
Jacob Clear,Australia,Canoe Sprint,M,27,1,0,0
Tim Cleland,Australia,Water Polo,M,27,0,0,0
Kerron Clement,United States of America,Athletics,M,26,0,0,0
Valerio Cleri,Italy,Swimming,M,31,0,0,0
Tom Cleverley,Great Britain,Football,M,23,0,0,0
Marcus Cleverly,Denmark,Handball,M,31,0,0,0
Kim Clijsters,Belgium,Tennis,F,29,0,0,0
Jade Close,Australia,Hockey,F,24,0,0,0
Elodie Clouvel,France,Modern Pentathlon,F,23,0,0,0
Sebastian Coates,Uruguay,Football,M,21,0,0,0
Yariulvis Cobas,Cuba,Rowing,F,21,0,0,0
Guilherme Cobbo,Brazil,Athletics,M,24,0,0,0
Emma Coburn,United States of America,Athletics,F,21,0,0,0
Ryan Cochrane,Canada,Canoe Sprint,M,29,0,0,0
Ryan Cochrane,Canada,Swimming,M,23,0,1,0
Alexandru Coci,Romania,Swimming,M,22,0,0,0
Marius Cocioran,Romania,Athletics,M,29,0,0,0
Roxana Daniela Cocos,Romania,Weightlifting,F,23,0,1,0
Giovanni Codrington,Netherlands,Athletics,M,24,0,0,0
Willem Coertzen,South Africa,Athletics,M,29,0,0,0
Pietie Coetzee,South Africa,Hockey,F,33,0,0,0
Corey Cogdell,United States of America,Shooting,F,25,0,0,0
Roxana Cogianu,Romania,Rowing,F,25,0,0,0
Gil Cohen,Israel,Sailing,F,20,0,0,0
Nathan Cohen,New Zealand,Rowing,M,26,1,0,0
Fabrice Coiffic,Mauritius,Athletics,M,27,0,0,0
Adelina Cojocariu,Romania,Rowing,F,23,0,0,0
Olesea Cojuhari,Republic of Moldova,Athletics,F,22,0,0,0
Brendan Cole,Australia,Athletics,M,31,0,0,0
Charles Cole,United States of America,Rowing,M,26,0,0,1
Ellis E Coleman,United States of America,Wrestling,M,20,0,0,0
Michelle Coleman,Sweden,Swimming,F,18,0,0,0
William Coleman,United States of America,Equestrian,M,29,0,0,0
Nadia Colhado,Brazil,Basketball,F,23,0,0,0
William Collazo,Cuba,Athletics,M,25,0,0,0
Rodolfo Collazo Tourn,Uruguay,Rowing,M,29,0,0,0
Saruba Colley,Gambia,Athletics,F,23,0,0,0
Kim Collins,Saint Kitts and Nevis,Athletics,M,36,0,0,0
Stef Collins,Great Britain,Basketball,F,29,0,0,0
Simone Collio,Italy,Athletics,M,32,0,0,0
Carlos Coloma Nicolas,Spain,Cycling - Mountain Bike,M,30,0,0,0
Hilder Colon,Honduras,Football,M,23,0,0,0
Carolina Colorado Henao,Colombia,Swimming,F,24,0,0,0
Reinaldo Colucci,Brazil,Triathlon,M,26,0,0,0
Dimitri Colupaev,Germany,Swimming,M,22,0,0,0
Chris Colwill,United States of America,Diving,M,27,0,0,0
Rocio Comba,Argentina,Athletics,F,25,0,0,0
Benjamin Compaore,France,Athletics,M,25,0,0,0
Kim Conley,United States of America,Athletics,F,26,0,0,0
Jared Connaughton,Canada,Athletics,M,27,0,0,0
James Connor,Australia,Diving,M,17,0,0,0
Rosaria Console,Italy,Athletics,F,32,0,0,0
Facundo Conte,Argentina,Volleyball,M,22,0,0,0
Giulia Conti,Italy,Sailing,F,26,0,0,0
Yuderqui Contreras,Dominican Republic,Weightlifting,F,26,0,0,0
Edickson Contreras Bracho,Venezuela,Diving,M,21,0,0,0
Sally Conway,Great Britain,Judo,F,25,0,0,0
Gordon Cook,Canada,Sailing,M,33,0,0,0
Kristina Cook,Great Britain,Equestrian,F,41,0,1,0
Nat Cook,Australia,Beach Volleyball,F,37,0,0,0
Sarah Cook,Australia,Rowing,F,27,0,0,0
Nicole Cooke,Great Britain,Cycling - Road,F,29,0,0,0
Reid Coolsaet,Canada,Athletics,M,33,0,0,0
Melody Cooper,New Zealand,Hockey,F,29,0,0,0
Anuradha Cooray,Sri Lanka,Athletics,M,34,0,0,0
Iztok Cop,Slovenia,Rowing,M,40,0,0,1
Ana Copado Amoros,Spain,Water Polo,F,32,0,1,0
Katherine Copeland,Great Britain,Rowing,F,21,1,0,0
Leslie Copeland,Fiji,Athletics,M,24,0,0,0
Alexis Copello,Cuba,Athletics,M,27,0,0,0
Erica Coppey,Belgium,Hockey,F,20,0,0,0
Bryan Coquard,France,Cycling - Track,M,20,0,1,0
Carlos Cordero,Mexico,Athletics,M,35,0,0,0
Audrey Cordon,France,Cycling - Road,F,22,0,0,0
Kevin Cordon,Guatemala,Badminton,M,25,0,0,0
Jack Cork,Great Britain,Football,M,23,0,0,0
Adelinde Cornelissen,Netherlands,Equestrian,F,33,0,1,1
Jacob Cornelius,United States of America,Rowing,M,27,0,0,0
Alize Cornet,France,Tennis,F,22,0,0,0
Dominique Cornu,Belgium,Cycling - Track,M,26,0,0,0
Jose Corona,Mexico,Football,M,31,1,0,0
Luciano Correa,Brazil,Judo,M,29,0,0,0
Miguel Antonio Correa,Argentina,Canoe Sprint,M,28,0,0,0
Francisco Cortes,Spain,Hockey,M,29,0,0,0
Javier Cortes,Mexico,Football,M,23,1,0,0
Onix Cortes Aldama,Cuba,Judo,F,23,0,0,0
Edgar Cortez,Nicaragua,Athletics,M,22,0,0,0
Javier Cortina Lacerra,Cuba,Wrestling,M,25,0,0,0
Jessica Cosby,United States of America,Athletics,F,30,0,0,0
Joao Costa,Portugal,Shooting,M,47,0,0,0
Karla Costa,Brazil,Basketball,F,33,0,0,0
Keila Costa,Brazil,Athletics,F,29,0,0,0
Rui Alberto Faria Costa,Portugal,Cycling - Road,M,25,0,0,0
Melania Costa Schmid,Spain,Swimming,F,23,0,0,0
Carolina del Pilar Costagrande,Italy,Volleyball,F,31,0,0,0
Kalle Coster,Netherlands,Sailing,M,29,0,0,0
Sven Coster,Netherlands,Sailing,M,33,0,0,0
Bernadette Coston,South Africa,Hockey,F,22,0,0,0
Johnno Cotterill,Australia,Water Polo,M,24,0,0,0
Aleksandra Cotti,Italy,Water Polo,F,23,0,0,0
Hector Cotto,Puerto Rico,Athletics,M,28,0,0,0
Amy Cotton,Canada,Judo,F,32,0,0,0
Tonia Couch,Great Britain,Diving,F,23,0,0,0
Tiana Coudray,United States of America,Equestrian,F,24,0,0,0
Bryn Coudraye,Australia,Rowing,M,26,0,0,0
Natalie Coughlin,United States of America,Swimming,F,29,0,0,1
Charles Cousins,Great Britain,Rowing,M,23,0,0,0
Geisa Aparecida Coutinho,Brazil,Athletics,F,32,0,0,0
Kurt Couto,Mozambique,Athletics,M,27,0,0,0
Alicia Coutts,Australia,Swimming,F,24,1,3,1
Tomas Couve Correa,Chile,Equestrian,M,40,0,0,0
Dean Couzins,New Zealand,Hockey,M,31,0,0,0
Kirsty Coventry,Zimbabwe,Swimming,F,28,0,0,0
Sarah Cowley,New Zealand,Athletics,F,28,0,0,0
Lionel Cox,Belgium,Shooting,M,31,0,1,0
Shana Cox,Great Britain,Athletics,F,27,0,0,0
Sophie Cox,Great Britain,Judo,F,30,0,0,0
Natalya Coyle,Ireland,Modern Pentathlon,F,21,0,0,0
Marius-Vasile Cozmiuc,Romania,Rowing,M,19,0,0,0
Alistair Ian Cragg,Ireland,Athletics,M,32,0,0,0
Hannah Craig,Ireland,Canoe Slalom,F,29,0,0,0
Kami Craig,United States of America,Water Polo,F,25,1,0,0
Brooke Crain,United States of America,Cycling - BMX,F,19,0,0,0
Lauren Crandall,United States of America,Hockey,F,27,0,0,0
Rob Crane,United States of America,Sailing,M,26,0,0,0
Dan Craven,Namibia,Cycling - Road,M,29,0,0,0
Saul Craviotto Rivero,Spain,Canoe Sprint,M,27,0,1,0
Peter Crawford,Australia,Basketball,M,32,0,0,0
David Crawshay,Australia,Rowing,M,33,0,0,0
Esther Cremer,Germany,Athletics,F,24,0,0,0
Pablo Crer,Argentina,Volleyball,M,23,0,0,0
Edgar Crespo,Panama,Swimming,M,23,0,0,0
Adrian Crisan,Romania,Table Tennis,M,32,0,0,0
Wilmer Crisanto,Honduras,Football,M,23,0,0,0
Jessica Crisp,Australia,Sailing,F,42,0,0,0
Jose Cristobal,Mexico,Canoe Sprint,M,26,0,0,0
Paola Croce,Italy,Volleyball,F,34,0,0,0
Louis Croenen,Belgium,Swimming,M,18,0,0,0
Sabrina Crognale,Italy,Modern Pentathlon,F,27,0,0,0
Florin Ionut Croitoru,Romania,Weightlifting,M,18,0,0,0
Andrew Cronje,South Africa,Hockey,M,28,0,0,0
Toni Cronk,Australia,Hockey,F,32,0,0,0
Will Crothers,Canada,Rowing,M,25,0,1,0
Charl Crous,South Africa,Swimming,M,21,0,0,0
Francisca Crovetto Chadid,Chile,Shooting,F,22,0,0,0
Kim Crow,Australia,Rowing,F,27,0,1,1
Clarisse Cruz,Portugal,Athletics,F,34,0,0,0
Yanet Cruz,Cuba,Athletics,F,24,0,0,0
Dora Csabai,Hungary,Water Polo,F,23,0,0,0
Gabor Csaszar,Hungary,Handball,M,28,0,0,0
Laszlo Cseh,Hungary,Swimming,M,26,0,0,1
Eva Csernoviczki,Hungary,Judo,F,25,0,0,1
Douglas Csima,Canada,Rowing,M,26,0,1,0
Laszlo Csoknyai,Hungary,Judo,M,24,0,0,0
Zsofia Csonka,Hungary,Shooting,F,28,0,0,0
Veronica Cuadrado Dehesa,Spain,Handball,F,33,0,0,1
Francisco Cubelos Sanchez,Spain,Canoe Sprint,M,19,0,0,0
Catriona Cuddihy,Ireland,Athletics,F,25,0,0,0
Joanne Cuddihy,Ireland,Athletics,F,28,0,0,0
Virginie Cueff,France,Cycling - Track,F,24,0,0,0
Michelle Cueni,Switzerland,Athletics,F,28,0,0,0
Elias Cuesta,Spain,Archery,M,27,0,0,0
Gustavo Cuesta,Dominican Republic,Athletics,M,23,0,0,0
Winder Cuevas,Dominican Republic,Athletics,M,24,0,0,0
Qiuxia Cui,People's Republic of China,Hockey,F,21,0,0,0
Crista Cullen,Great Britain,Hockey,F,26,0,0,1
Julie Culley,United States of America,Athletics,F,30,0,0,0
Javier Culson,Puerto Rico,Athletics,M,28,0,0,1
Leandro Cunha,Brazil,Judo,M,31,0,0,0
Pedro Cunha,Brazil,Beach Volleyball,M,29,0,0,0
Petar Cupac,Croatia,Sailing,M,32,0,0,0
Ivan Cupic,Croatia,Handball,M,26,0,0,1
Amy Cure,Australia,Cycling - Track,F,19,0,0,0
Benjamin Cureton,Australia,Rowing,M,31,0,0,0
Nina Curtis,Australia,Sailing,F,24,0,1,0
Florin Curuea,Romania,Rowing,M,30,0,0,0
Dalibor Cutura,Serbia,Handball,M,37,0,0,0
Adam Cwalina,Poland,Badminton,M,27,0,0,0
Przemyslaw Czajkowski,Poland,Athletics,M,23,0,0,0
Maria Czakova,Slovakia,Athletics,F,23,0,0,0
Konrad Czerniak,Poland,Swimming,M,23,0,0,0
Maria Czesnik,Poland,Triathlon,F,35,0,0,0
Dora Czigany,Hungary,Water Polo,F,19,0,0,0
Francesco D Aniello,Italy,Shooting,M,43,0,0,0
Kissya da Costa,Brazil,Rowing,F,30,0,0,0
Renata Aparecida Da Costa,Brazil,Football,F,26,0,0,0
Duane da Rocha Marce,Spain,Swimming,F,24,0,0,0
Adriana Aparecida da Silva,Brazil,Athletics,F,31,0,0,0
Fabio da Silva,Brazil,Athletics,M,29,0,0,0
Holder da Silva,Guinea-Bissau,Athletics,M,24,0,0,0
Mauro Vinicius da Silva,Brazil,Athletics,M,25,0,0,0
Danilo Luiz Da Silva,Brazil,Football,M,21,0,1,0
Leandro Damiao Da Silva Dos Santos,Brazil,Football,M,23,0,1,0
Aldemir da Silva Junior,Brazil,Athletics,M,20,0,0,0
Neymar Da Silva Santos Junior,Brazil,Football,M,20,0,1,0
Fabiana Da Silva Simoes,Brazil,Football,F,23,0,0,0
Fernanda da Silva Souza,Brazil,Cycling - Road,F,30,0,0,0
Tejitu Daba,Bahrain,Athletics,F,20,0,0,0
Vencelas Dabaya Tientcheu,France,Weightlifting,M,31,0,0,0
Ivona Dadic,Austria,Athletics,F,18,0,0,0
Atthaphon Daengchanthuek,Thailand,Weightlifting,M,21,0,0,0
Ade Dagunduro,Nigeria,Basketball,M,26,0,0,0
Anton Dahlberg,Sweden,Sailing,M,27,0,0,0
Hakan Dahlby,Sweden,Shooting,M,46,0,1,0
Gunn-Rita Dahle Flesjaa,Norway,Cycling - Mountain Bike,F,39,0,0,0
Jennifer Dahlgren,Argentina,Athletics,F,28,0,0,0
Michael D'almeida,France,Cycling - Track,M,24,0,1,0
Nick D'arcy,Australia,Swimming,M,25,0,0,0
Silvina D'elia,Argentina,Hockey,F,26,0,1,0
Aisling D'hooghe,Belgium,Hockey,F,17,0,0,0
Jolien D'hoore,Belgium,Cycling - Track,F,22,0,0,0
Tommaso D'orsogna,Australia,Swimming,M,21,0,0,1
Lisa Dahlkvist,Sweden,Football,F,25,0,0,0
Fatima Sulaiman Dahman,Yemen,Athletics,F,19,0,0,0
Jun Dai,People's Republic of China,Swimming,M,20,0,0,1
Xiaoxiang Dai,People's Republic of China,Archery,M,21,0,0,1
Etienne Daille,France,Canoe Slalom,M,22,0,0,0
Camilla Dalby,Denmark,Handball,F,24,0,0,0
Thomas Daley,Great Britain,Diving,M,18,0,0,1
Yasemin Begum Dalgalar,Turkey,Basketball,F,24,0,0,0
Phil Dalhausser,United States of America,Beach Volleyball,M,32,0,0,0
Francesca Dallape',Italy,Diving,F,26,0,0,0
Meline Daluzyan,Armenia,Weightlifting,F,24,0,0,0
Matt Daly,Great Britain,Hockey,M,29,0,0,0
Marina Damlaimcourt,Spain,Triathlon,F,32,0,0,0
Sulette Damons,South Africa,Hockey,F,22,0,0,0
Zara Dampney,Great Britain,Beach Volleyball,F,26,0,0,0
Blandine Dancette,France,Handball,F,24,0,0,0
Silviya Danekova,Bulgaria,Athletics,F,29,0,0,0
Daniele Danesin,Italy,Rowing,M,26,0,0,0
Yeseo Dang,Republic of Korea,Table Tennis,F,31,0,0,0
Lola Danhaive,Belgium,Hockey,F,29,0,0,0
Debra Daniel,Federated States of Micronesia,Swimming,F,21,0,0,0
Roger Daniel,Trinidad and Tobago,Shooting,M,42,0,0,0
Thomas Daniel,Austria,Modern Pentathlon,M,27,0,0,0
Alena Danilochkina,Russian Federation,Basketball,F,26,0,0,0
Elena Danilyuk-Nevmerzhytskaya,Belarus,Athletics,F,32,0,0,0
Johanna Danois,France,Athletics,F,25,0,0,0
Alex Danson,Great Britain,Hockey,F,27,0,0,1
Damiris Dantas,Brazil,Basketball,F,19,0,0,0
Fabio Daprela,Switzerland,Football,M,21,0,0,0
Eszter Dara,Hungary,Swimming,F,22,0,0,0
Radu Daraban,Romania,Fencing,M,29,0,0,0
Steve Darcis,Belgium,Tennis,M,28,0,0,0
Garfield Darien,France,Athletics,M,24,0,0,0
Cleopatre Darleux,France,Handball,F,23,0,0,0
Neslihan Darnel,Turkey,Volleyball,F,28,0,0,0
Maoulida Daroueche,Comoros,Athletics,M,22,0,0,0
Mohamed Abbas Darwish,United Arab Emirates,Athletics,M,26,0,0,0
Ramadan Darwish,Egypt,Judo,M,24,0,0,0
Ankita Das,India,Table Tennis,F,19,0,0,0
James Dasaolu,Great Britain,Athletics,M,24,0,0,0
Claudia Dasca Romeu,Spain,Swimming,F,17,0,0,0
Aylin Dasdelen,Turkey,Weightlifting,F,30,0,0,0
Sylvie Datty-Ngonga Tara-Agoue,Central African Republic,Wrestling,F,24,0,0,0
Zurabi Datunashvili,Georgia,Wrestling,M,21,0,0,0
Joris Daudet,France,Cycling - BMX,M,21,0,0,0
Yury Dauhapolau,Belarus,Shooting,M,42,0,0,0
Tumurkhuleg Davaadorj,Mongolia,Judo,M,21,0,0,0
Otgontsetseg Davaasukh,Mongolia,Wrestling,F,21,0,0,0
Ross Davenport,Great Britain,Swimming,M,28,0,0,0
Kaingaue David,Kiribati,Athletics,F,17,0,0,0
Kleberson Davide,Brazil,Athletics,M,27,0,0,0
Illse Davids,South Africa,Hockey,F,25,0,0,0
Caryn Davies,United States of America,Rowing,F,30,1,0,0
Dave Davies,Great Britain,Swimming,M,27,0,0,0
Georgia Davies,Great Britain,Swimming,F,21,0,0,0
Desiree Davila,United States of America,Athletics,F,29,0,0,0
Alistair Davis,South Africa,Shooting,M,19,0,0,0
Anthony Davis,United States of America,Basketball,M,19,1,0,0
Hannah Davis,Australia,Canoe Sprint,F,27,0,0,0
James-Andrew Davis,Great Britain,Fencing,M,21,0,0,0
Nicole Davis,United States of America,Volleyball,F,30,0,1,0
Wayne Davis,Trinidad and Tobago,Athletics,M,20,0,0,0
Lea Davison,United States of America,Cycling - Mountain Bike,F,29,0,0,0
Richard Davison,Great Britain,Equestrian,M,56,0,0,0
Hovhannes Davtyan,Armenia,Judo,M,28,0,0,0
Ekaterina Davydenko,Russian Federation,Handball,F,23,0,0,0
Nikolay Davydenko,Russian Federation,Tennis,M,31,0,0,0
Irina Davydova,Russian Federation,Athletics,F,24,0,0,0
Aleksandra Dawidowicz,Poland,Cycling - Mountain Bike,F,25,0,0,0
Edward Dawkins,New Zealand,Cycling - Track,M,23,0,0,0
Craig Dawson,Great Britain,Football,M,22,0,0,0
Mike Dawson,New Zealand,Canoe Slalom,M,25,0,0,0
Rachel Dawson,United States of America,Hockey,F,27,0,0,0
Christine Day,Jamaica,Athletics,F,25,0,0,1
Sharon Day,United States of America,Athletics,F,27,0,0,0
Jiaojiao de,People's Republic of China,Hockey,F,22,0,0,0
Franck de Almeida,Brazil,Athletics,M,29,0,0,0
Mateo de Angulo Velasco,Colombia,Swimming,M,22,0,0,0
Marisa de Aniceto,France,Athletics,F,25,0,0,0
Luiz Alberto de Araujo,Brazil,Athletics,M,25,0,0,0
Luana de Assis,Brazil,Rowing,F,27,0,0,0
Bruno de Barros,Brazil,Athletics,M,25,0,0,0
Willem de Beer,South Africa,Athletics,M,24,0,0,0
Merel de Blaeij,Netherlands,Hockey,F,25,1,0,0
Luciano de Cecco,Argentina,Volleyball,M,24,0,0,0
Cesar de Cesare,Ecuador,Canoe Sprint,M,32,0,0,0
Nando de Colo,France,Basketball,M,25,0,0,0
Simon de Cuyper,Belgium,Triathlon,M,25,0,0,0
David de Gea,Spain,Football,M,21,0,0,0
Monica de Gennaro,Italy,Volleyball,F,25,0,0,0
Eva de Goede,Netherlands,Hockey,F,23,1,0,0
Stephanie de Groof,Belgium,Hockey,F,21,0,0,0
Robyn de Groot,South Africa,Cycling - Road,F,29,0,0,0
Sytske de Groot,Netherlands,Rowing,F,26,0,0,1
Annemiek de Haan,Netherlands,Rowing,F,31,0,0,1
Shaun de Jager,South Africa,Athletics,M,21,0,0,0
Mark de Jonge,Canada,Canoe Sprint,M,28,0,0,1
Kenny de Ketele,Belgium,Cycling - Track,M,27,0,0,0
Eglys Yahima de la Cruz,Cuba,Shooting,F,32,0,0,0
Bethania de la Cruz de Pena,Dominican Republic,Volleyball,F,25,0,0,0
Juan de la Fuente,Argentina,Sailing,M,35,0,0,1
Jailma de Lima,Brazil,Athletics,F,25,0,0,0
Tamiris de Liz,Brazil,Athletics,F,16,0,0,0
Marco de Luca,Italy,Athletics,M,31,0,0,0
Riccardo de Luca,Italy,Modern Pentathlon,M,26,0,0,0
Enrico de Maria,Switzerland,Sailing,M,35,0,0,0
Carlos Roberto de Moraes Jr,Brazil,Athletics,M,22,0,0,0
Andressa de Morais,Brazil,Athletics,F,21,0,0,0
Marco de Nicolo,Italy,Shooting,M,35,0,0,0
Teun de Nooijer,Netherlands,Hockey,M,36,0,1,0
Debora Cristiane De Oliveira,Brazil,Football,F,20,0,0,0
Giuliano De Paula,Brazil,Football,M,22,0,0,0
Alexandre de Saedeleer,Belgium,Hockey,M,24,0,0,0
Wallace de Souza,Brazil,Volleyball,M,25,0,1,0
Manuel de Vecchi,Italy,Cycling - BMX,M,31,0,0,0
Moira de Villiers,New Zealand,Judo,F,22,0,0,0
Liesbet de Vocht,Belgium,Cycling - Road,F,33,0,0,0
Bob de Voogd,Netherlands,Hockey,M,23,0,1,0
Charlotte de Vos,Belgium,Hockey,F,28,0,0,0
Sander de Wijn,Netherlands,Hockey,M,22,0,1,0
Reginald DE Windt,Independent Olympic Athletes,Judo,M,28,0,0,0
Liam De Young,Australia,Hockey,M,30,0,0,1
Matthias de Zordo,Germany,Athletics,M,24,0,0,0
Marcell Deak Nagy,Hungary,Athletics,M,20,0,0,0
Mihaly Deak-Bardos,Hungary,Wrestling,M,37,0,0,0
Nathan Deakes,Australia,Athletics,M,34,0,0,0
Roderick Genki Dean,Japan,Athletics,M,20,0,0,0
Will Dean,Canada,Rowing,M,25,0,0,0
Timothy Deavin,Australia,Hockey,M,28,0,0,1
Rajmond Debevec,Slovenia,Shooting,M,49,0,0,1
Lucie Decosse,France,Judo,F,31,1,0,0
Oskar Deecke,Germany,Hockey,M,26,1,0,0
Lisa-Marie Deetlefs,South Africa,Hockey,F,24,0,0,0
Daria Deeva,Russian Federation,Swimming,F,21,0,0,0
Meseret Defar,Ethiopia,Athletics,F,28,1,0,0
John Degenkolb,Germany,Cycling - Road,M,23,0,0,0
